,Occupation,Family Type,Family Interest,House Type,Number Of Residents,Average Age,Distance To Nearest Tower [m],Number Of Phones,Number Of Computers,Number Of Tvs,Number Of Pets,Customer Happiness,Time Spend On YouTube [min],Time Spend On TikTok [min],Time Spend On Instagram [min],Time Spend On Spotify [min],Size of home [m2],Mobile Traffic
7512,Data Scientist,Singles,Sporty,Concrete,3,56,39.78578806517229,3,1,2,1,7,8.608145492676847,8.176283053301173,3.7955677722810606,15.92654439952714,0.6366944300486614,9.59650151157869
7513,Firefighter,Singles,Gaming,Wood,2,64,38.378645156220884,3,1,2,1,7,4.131298903202647,6.707484417625629,7.083350499476287,17.062710553821766,0.5929130628619963,5.876119687764483
7514,Student,Family,Gaming,Concrete,3,43,69.78590362784306,4,1,1,1,6,14.816565194786342,8.60643941285368,13.422251486194247,71.4192454832424,0.6517538611897322,8.222234660207683
7515,Data Scientist,Couple,Travelling,Concrete,1,52,37.59954868112905,0,1,1,1,8,13.924781143007653,3.4357388334836805,3.8995254007926925,4.5483257483615365,0.4682322172105954,8.950677162041151
7516,Data Scientist,Family,Outdoor,Concrete,2,48,67.88714479964106,2,2,2,0,7,23.58085968941577,7.792457730535274,7.352804896547532,26.291793661130136,0.5239595317255406,10.876206683641602
7517,Salesman,Seniors,Sporty,Glas,4,53,126.39314850003184,4,2,2,1,8,16.20747079437284,6.98248123596988,8.243442432101682,52.197978152161575,0.7529693634159507,12.441988346098722
7518,Salesman,Seniors,Sporty,Glas,3,53,99.05501398146271,3,2,2,1,9,12.08612943636364,9.700051440536118,10.744073981535353,19.243361321476822,0.740677611540493,14.125114031496626
7519,Nurse,Singles,Sporty,Concrete,3,58,87.95617578866609,3,2,2,1,8,16.011924937988915,8.366505214957723,5.17420210298638,21.829361677413548,0.7366794986996154,10.391739728286888
7520,Data Scientist,Singles,Outdoor,Tiles,1,46,65.0082556863731,1,1,1,1,6,15.46827274154746,5.4038454529100575,3.195445974618181,9.066987130594265,0.5990857165768466,8.36961492271972
7521,Firefighter,Singles,Musical,Concrete,2,44,46.033755349981675,3,1,1,1,8,21.14332178651386,12.570647407226494,11.053106148245336,15.601552878823213,0.5130265420900946,13.691337535552954
7522,Teacher,Family,Musical,Wood,3,39,66.86982674842261,4,1,1,1,8,12.291521268621928,11.93553300451421,13.890658932806613,94.63521299734788,0.5072719530945256,8.446736710115756
7523,Salesman,Seniors,Sporty,Tiles,3,51,69.87124826770318,3,2,2,1,8,16.616388678489656,5.419024880692308,8.809800309545047,7.483389741433342,0.6293452571639292,13.336348357095657
7524,Nurse,Couple,Travelling,Concrete,3,59,64.4051168955584,3,2,2,1,7,4.673240343534379,13.723661150625505,5.754999408254014,13.924141400250067,0.8334033212164247,6.441823391431284
7525,Data Scientist,Couple,Sporty,Metal,3,52,67.73940220566426,3,2,1,1,4,13.891488589977417,6.597677594491644,10.758267568394809,17.782360855534517,0.5428093755686393,7.270123174738541
7526,Nurse,Couple,Outdoor,Concrete,3,63,87.04740186828123,3,2,2,1,8,16.041358572635723,4.932142185681584,10.608569727382859,16.400030891560608,0.6237584777135834,10.365232496949696
7527,Teacher,Couple,Crafty,Concrete,2,48,53.50537816887644,3,1,2,0,8,12.614080267759686,4.18302165704847,6.510237253769623,7.262324696449817,0.5178159272805338,10.60324672337379
7528,Firefighter,Seniors,Sporty,Wood,2,44,42.31753865830786,2,2,1,1,9,6.809899946222173,6.202180872313009,14.558674901210166,15.313515718734669,0.5879247922150636,8.559468910230184
7529,Salesman,Singles,Outdoor,Wood,3,50,39.22383779728147,4,3,2,1,9,47.39381814869131,7.586571054874523,11.73478356627779,70.38045239985415,0.4587449421597462,14.532540424842736
7530,Student,Family,Crafty,Concrete,1,47,45.90080921147917,1,0,1,1,9,9.44844231147071,10.845869451516075,12.599627502290236,9.6648613051277,0.30204609897615503,8.912917517692236
7531,Teacher,Singles,Sporty,Tiles,1,41,87.31519050691229,1,1,1,1,8,11.317586818045028,7.596732463457743,10.212064398283418,5.955083703096525,0.5982250241520809,10.326344449586674
7532,Salesman,Seniors,Crafty,Wood,2,49,36.04680135678891,3,2,1,0,8,12.034423420424035,7.543404789347091,12.506921309602003,5.698425578679272,0.6489452019305801,12.331386110414716
7533,Student,Couple,Gaming,Metal,2,44,45.512575925119684,2,1,0,1,8,8.47288187157232,4.601435691292664,6.990089691872067,17.025920006397914,0.5169651400173754,7.613602656308918
7534,Teacher,Family,Travelling,Glas,3,46,35.38190101615548,3,1,1,1,6,11.028752563390256,8.710305973485559,6.592521903035655,10.670303144637764,0.4178779537756501,8.331466260484415
7535,Salesman,Seniors,Outdoor,Wood,2,43,113.86833198488266,3,1,1,1,7,17.775741397743595,15.229486580699563,17.772961480735756,7.482807101313861,0.8251309532683487,11.710435890005348
7536,Firefighter,Singles,Crafty,Wood,2,49,60.54772057920695,3,1,1,1,8,14.230642644265725,7.83745054220558,3.233833076098764,10.390769883909595,0.6063108972956699,11.025005228251135
7537,Student,Couple,Outdoor,Wood,2,38,19.728309654499444,3,1,1,1,10,12.20967951390388,15.183113632814441,5.122994362964817,9.971974895025909,0.36514932786551146,12.593292107098996
7538,Nurse,Couple,Crafty,Tiles,2,41,30.97140145182836,2,1,1,1,7,12.731606493174006,7.548504176542581,3.3627464841787367,5.38317293973101,0.5076012204695246,8.342171726551571
7539,Data Scientist,Family,Musical,Wood,2,48,25.331916364032594,2,1,1,0,8,6.36775816593984,4.182060786537748,9.784320834446241,14.223524840296529,0.4442239699148966,6.400156475029059
7540,Student,Couple,Outdoor,Concrete,2,50,33.7861615248595,3,1,2,0,10,6.1403446666701935,9.422536905231585,17.496788890791922,28.822344261060355,0.34883293773947155,10.177469507886883
7541,Nurse,Couple,Gaming,Metal,2,48,61.62344130327707,3,1,1,0,7,19.743980682711047,12.597493232812637,12.645153545263783,51.79071228732619,0.5320297126737611,8.198091246272277
7542,Salesman,Seniors,Sporty,Wood,1,51,35.10608241143242,1,2,1,1,10,16.307058679337434,6.177773718402661,21.330331950153504,59.76250356678732,0.440457253717634,11.736147466353643
7543,Nurse,Singles,Crafty,Glas,2,62,62.06162626941656,3,2,1,1,8,8.881047828009402,8.427327028134016,3.915547663050204,47.038110106867265,0.6064800627393122,9.516899132458228
7544,Firefighter,Seniors,Crafty,Wood,2,52,64.37360678061486,3,2,1,1,8,14.368287341018046,4.17722467613319,2.9049725241802724,19.432019332890643,0.4715110850570138,7.184378344399417
7545,Salesman,Seniors,Musical,Wood,3,46,93.34853994123154,4,2,1,0,7,24.180323880570047,19.466365116635483,7.87850859294709,45.67444178569808,0.5216947009078456,10.054347331901852
7546,Data Scientist,Family,Outdoor,Glas,2,52,62.6382023030728,2,1,1,1,8,9.69609147159856,6.365136808383193,13.342459943684462,8.57546803752192,0.15984828506216273,9.128742784713209
7547,Teacher,Singles,Outdoor,Metal,2,54,89.0326968743166,2,1,2,1,7,21.252093723620444,6.695254165350052,4.841987691499699,11.09656989434929,0.5494772599241153,8.52639921855096
7548,Data Scientist,Family,Crafty,Metal,2,50,34.42048798402745,1,1,1,1,8,8.72862322429787,3.8561097124238772,4.744695753998668,37.398945851272174,0.26305035981288694,4.847581082800691
7549,Firefighter,Seniors,Sporty,Tiles,4,50,74.9048327676065,3,2,1,1,3,12.411655029486564,22.41739121317123,26.451149031127972,95.34411861561038,0.3830626619034425,8.642359189114714
7550,Data Scientist,Couple,Sporty,Metal,3,47,91.87686687289435,3,1,1,1,8,9.197029411191231,7.961161946483058,14.209591866689223,6.521989893697071,0.6403491215610865,9.964970782952399
7551,Student,Couple,Travelling,Metal,3,56,54.921044243019104,4,2,2,1,8,18.014044233852513,11.70312790692637,10.964008712623572,55.770731574464655,0.4106741853617662,8.899592881274621
7552,Teacher,Family,Crafty,Metal,1,39,35.72251733980888,1,1,1,1,8,9.186745156155249,7.165076898863973,4.790886479954947,17.417423935218874,0.45539332420426715,6.987512537930587
7553,Student,Couple,Sporty,Concrete,2,49,42.19976389774679,3,2,2,0,8,10.278890703510204,8.851802109166718,15.511295585255404,34.90368150533801,0.38863980167906426,8.651568454122518
7554,Nurse,Family,Sporty,Metal,3,68,51.56991718264595,5,2,2,1,7,6.0796873904042,7.640198648984772,24.652914889769097,23.58778572763382,0.49391964666709315,8.622834300520823
7555,Data Scientist,Family,Musical,Glas,3,45,47.901196248655864,3,1,1,1,6,14.393708686944045,8.29098498653715,5.662513132147269,17.85684647110014,0.6026944913419087,6.4854538956520535
7556,Firefighter,Singles,Sporty,Glas,2,58,71.02591979926765,1,1,1,1,7,7.959567949532993,8.337290189793865,7.578967482137662,11.39861581246085,0.5115101622101239,9.37721453400232
7557,Teacher,Family,Crafty,Metal,2,56,41.33103312695611,2,2,2,0,9,4.448668193685473,4.079543130738682,4.884932457139732,6.565872328582635,0.43459427642991844,9.338866998388347
7558,Firefighter,Family,Musical,Concrete,1,57,38.513452562327025,2,1,1,0,5,7.92770808919718,5.230622478397735,10.579068677069987,17.615538629328537,0.4375828857536503,5.937701737597689
7559,Data Scientist,Family,Gaming,Concrete,2,66,40.476234014636105,1,0,1,1,7,11.325066537855506,6.313150199011699,4.110637424372856,31.302004136659427,0.26564262990669973,5.870166327853732
7560,Data Scientist,Family,Musical,Concrete,3,56,27.80589429610772,2,1,1,1,5,7.999980332476859,6.885111314020625,6.741758504304532,19.157958932340858,0.3279640266805782,3.89604545113012
7561,Nurse,Seniors,Sporty,Glas,2,34,76.25758095491113,2,1,1,1,4,15.163701715380098,15.74253168204184,14.585026867522888,27.44565127148145,0.6368982743031448,8.820144055104715
7562,Data Scientist,Family,Crafty,Metal,3,56,50.50536562900922,2,1,1,0,8,14.875378223353312,6.638136875224637,8.204042910155264,25.10452537034702,0.43624636390294586,11.10619007382545
7563,Nurse,Seniors,Crafty,Wood,2,48,71.72721939440358,3,2,2,1,6,14.059680307350677,15.289417337000838,14.240371230521566,12.562434461668364,0.6183066344675541,10.710316439425426
7564,Teacher,Family,Outdoor,Concrete,3,43,67.89805311123911,4,1,1,1,7,19.969434389797826,14.05114168850121,10.497819167797186,10.378288034867222,0.4336338714206333,12.151508532299733
7565,Firefighter,Family,Musical,Tiles,2,62,40.66603679919069,2,1,2,1,5,8.663584386136314,4.001364668601557,12.318635485836477,9.06161205357643,0.6126835038423584,4.74751113313321
7566,Teacher,Family,Musical,Concrete,2,54,68.04406509196313,3,2,1,1,8,16.99996405390654,11.663908317489659,6.9920846982603235,20.41971053778298,0.4728968410557791,11.22335955577489
7567,Teacher,Singles,Travelling,Wood,3,41,30.07092847432273,3,2,2,0,8,17.367014745939912,17.8519564815157,10.019235961570777,19.247473155011072,0.269624041080715,11.707099468261333
7568,Firefighter,Seniors,Outdoor,Concrete,4,55,92.35820233928415,4,1,1,1,9,15.058313646612731,13.627654839807544,18.681601315027113,24.867814682869735,0.6383513363112487,10.313083836482273
7569,Nurse,Seniors,Travelling,Metal,2,63,54.42417936520312,4,2,2,1,8,11.84466426977055,10.409049685514905,11.654780555010845,12.954270262270116,0.5931812422963456,10.42733972796732
7570,Data Scientist,Singles,Crafty,Concrete,1,40,36.92603795198829,1,1,0,1,7,13.503263547291748,4.722013977661811,4.490246492393804,7.9343718566845896,0.3991601037406573,6.156399091828087
7571,Salesman,Couple,Gaming,Tiles,2,62,99.72379383332618,3,2,1,1,7,17.880577073141218,3.87009314369702,2.186128741917631,10.581424727717486,0.9164174693274003,8.660838327610383
7572,Salesman,Singles,Gaming,Wood,4,49,70.89028583400386,3,1,1,1,8,3.5441569209273798,10.615937166691403,15.877623395127287,31.72700526505015,0.657732771509176,11.887609089275358
7573,Teacher,Couple,Travelling,Glas,2,53,76.35329418841269,2,1,1,1,10,9.450169768941914,5.139606199699895,5.726832843788798,4.712196613803167,0.6650395362731657,9.734941335221695
7574,Nurse,Singles,Outdoor,Wood,2,46,66.47767181953324,2,1,1,1,5,3.472621828273977,6.751131860261428,9.928188799860578,7.883191041937701,0.300995133289238,6.59764856337666
7575,Teacher,Seniors,Travelling,Metal,2,38,67.78669958927529,2,1,1,1,7,17.19157868563491,12.346047031366348,10.653455014055943,32.81667099618002,0.6015673325641944,9.428627476001841
7576,Firefighter,Seniors,Sporty,Wood,2,52,59.469877667623074,2,1,1,1,10,11.755744931808193,10.90849467804557,34.32545286241609,19.722372588356016,0.5373221607303652,13.276266673535098
7577,Firefighter,Singles,Sporty,Metal,3,60,79.54419803157276,3,2,1,1,7,17.693644594122404,10.606976531214107,3.5965291094565446,28.469516168220526,0.5008432616345653,10.52002577241948
7578,Data Scientist,Family,Travelling,Tiles,3,62,61.01587263526745,2,2,2,1,7,14.64558897954165,8.082441856099926,6.613904171648727,17.686899778643642,0.5960107249935616,9.648627365173649
7579,Firefighter,Family,Outdoor,Concrete,2,59,114.40748979013183,3,2,2,1,5,11.253045817799677,7.121900801527888,12.736471441217516,5.960139923736569,0.4923507026100114,11.964736933725506
7580,Student,Singles,Travelling,Tiles,1,36,56.67139303674914,1,1,1,1,6,13.041143892724257,12.04781535212352,3.67932018404853,4.307305967060666,0.5347602938135662,6.194760095280541
7581,Salesman,Seniors,Musical,Wood,4,55,94.98711957107645,4,2,2,1,8,9.3870902319534,4.647388597335617,12.889626910309834,13.306348957628366,0.6785634345846315,8.071808272453527
7582,Nurse,Singles,Outdoor,Concrete,2,47,56.31059701274393,2,1,2,1,8,16.499282002767217,4.998769022188936,8.480118229608513,8.71115160910298,0.7139755039496152,9.159461656447409
7583,Student,Seniors,Outdoor,Metal,2,39,54.41177136699049,2,1,1,1,8,18.2281327418561,13.507898400111369,17.562877078715015,14.61273147065761,0.4672306333171999,11.327718150626273
7584,Student,Family,Sporty,Metal,2,39,80.72152154740408,2,1,1,1,7,11.359002924456703,11.484954485832507,7.298490383460922,7.927355852456301,0.6331651146334661,11.188089801740993
7585,Data Scientist,Couple,Outdoor,Metal,2,43,64.04751016995144,2,1,1,1,5,15.91985190981249,24.217835749212053,17.182103769082197,71.27040264432982,0.534135007617384,8.810806543671422
7586,Teacher,Family,Outdoor,Concrete,2,58,70.26102507537303,3,1,1,1,6,9.227586087870419,9.290722788133113,15.422157027892522,21.160686754023367,0.5012754079159281,6.289583061626893
7587,Student,Singles,Sporty,Metal,1,39,59.505538575517306,1,1,1,1,7,8.618151197672772,12.993137396814143,24.693361233087085,25.47908704866619,0.4348946951667516,6.871774255514772
7588,Teacher,Couple,Gaming,Glas,2,45,62.55766565099662,2,1,1,1,8,14.33801181014615,23.507081210310265,17.98652788602283,39.28132650454234,0.2970587619209969,11.613558986207838
7589,Salesman,Singles,Gaming,Wood,2,56,103.90345621307685,2,1,1,1,8,11.29296595071786,6.568852362591726,5.055529510933058,5.178157126104192,0.7227320538425662,13.131876790185647
7590,Data Scientist,Singles,Outdoor,Tiles,2,45,74.35099694863462,3,2,2,1,8,20.761452123230264,8.760590129323223,8.700528955989883,12.512364621360074,0.5952209630766694,9.462660504214314
7591,Student,Couple,Gaming,Metal,1,49,63.582134031969595,1,2,1,0,6,17.896821537815203,6.6722261835327235,5.391377146652096,23.506615496678794,0.4707837882674808,9.957766790822095
7592,Nurse,Couple,Crafty,Concrete,2,66,102.82319091116746,3,1,1,0,8,7.218757663435817,3.481457898311645,13.341923511083081,15.793810534012175,0.5210870722568692,7.423831285183975
7593,Salesman,Seniors,Travelling,Wood,3,36,74.1201882425568,3,1,1,0,6,38.06593202879517,17.815331917222817,35.68452425048562,40.68635188634568,0.5646571518638697,12.767328973116099
7594,Teacher,Family,Sporty,Concrete,2,42,52.432744001461366,2,1,1,0,6,20.368077260622236,9.874152063174114,6.30600142697778,41.35601816798844,0.319748078954864,8.24410882404585
7595,Data Scientist,Family,Sporty,Metal,2,60,38.820563999990625,3,1,2,0,7,12.841836155430645,5.956837670356908,12.664855549316771,20.413171814606784,0.1986446827759509,6.236434508353341
7596,Student,Singles,Musical,Wood,2,60,62.32770772018092,2,2,1,0,7,11.262151520560396,3.657634722212408,3.815082429907727,11.061629256480723,0.45545124573938695,9.721074531952844
7597,Nurse,Couple,Outdoor,Glas,3,57,76.6763327624494,3,2,2,1,4,19.834030418655022,3.201148701782215,14.803378307167566,10.963002729048167,0.31935542588381144,10.014640315702811
7598,Data Scientist,Couple,Outdoor,Metal,1,52,31.022781231058026,2,1,2,0,9,10.86561853507708,6.694707067398744,17.327288366844638,52.13207934554655,0.17759719923263503,9.79315592737426
7599,Student,Family,Gaming,Concrete,2,48,86.95056852492063,2,1,1,0,8,14.806686423201652,6.479258728925931,3.9873442238478654,10.956802951849037,0.4856491501486289,9.790185684201107
7600,Teacher,Family,Gaming,Glas,2,49,93.7157126082834,2,1,1,1,9,6.331314421074166,6.850818995072678,6.735692223106234,52.447383099361396,0.4174525146568267,11.31399470959358
7601,Firefighter,Family,Sporty,Metal,3,55,82.53848090022424,3,2,2,1,8,8.73317821160053,15.387695573693815,5.381707201269786,24.66666021469996,0.6857863385607226,10.636060647894483
7602,Data Scientist,Singles,Outdoor,Concrete,3,50,50.54135796794456,3,1,2,1,8,16.74578171609922,16.757772077396343,31.448765456286,18.19916940657086,0.5311453403838996,8.747459835127064
7603,Firefighter,Seniors,Crafty,Metal,2,42,79.86536575622847,3,1,1,0,9,13.918461686128982,2.3349483238803486,7.295035077381874,3.429732424990726,0.644779070626542,13.991263653246357
7604,Student,Couple,Musical,Wood,3,57,53.85594112449167,3,2,1,0,3,8.186548348153613,12.425797247892792,14.906537561448161,62.01896328599844,0.36123414512850427,6.85696618842782
7605,Student,Seniors,Travelling,Concrete,2,43,69.39581057708853,1,1,1,0,4,14.04301309118379,8.755627588805607,8.551555193496007,22.804744738844967,0.44016746848414096,6.245195993357669
7606,Nurse,Singles,Travelling,Wood,3,49,97.31705007669527,2,2,1,0,8,8.540166053445517,10.045369146624296,9.679148575018202,31.208087422999597,0.5396327485039855,11.63767838284565
7607,Data Scientist,Family,Crafty,Glas,2,52,83.83369974730994,2,1,1,1,7,9.032250596593556,4.548231615813948,2.5761427901172818,7.9298327543126845,0.40472390942081865,8.75897327195336
7608,Salesman,Seniors,Sporty,Wood,2,46,58.70087486878585,2,1,1,1,8,10.6403495607652,6.558475369742101,6.341413667901017,10.58595550359589,0.6106774457749921,10.919992044011329
7609,Salesman,Seniors,Outdoor,Tiles,3,55,90.46328313607344,3,2,2,1,9,8.435919522822674,8.042300414102137,11.244283546692643,29.19333641374072,0.6550025574660703,9.840997628888209
7610,Salesman,Singles,Musical,Wood,2,52,80.24805466571628,3,2,1,1,7,17.834009809364723,13.45985192074101,8.234970215790268,29.748447760056266,0.6228219922415043,10.561469300714638
7611,Firefighter,Seniors,Outdoor,Tiles,2,60,116.29558467593142,3,1,1,1,8,11.252693841910325,7.260933741970308,13.478723598001691,10.919960846741212,0.6239253734737905,9.243026871454951
7612,Salesman,Singles,Musical,Tiles,2,38,32.87631685432029,3,1,1,1,7,13.249165343125734,19.884528712876257,19.52253929613795,15.305744865045842,0.6309576208698809,6.521648934951418
7613,Teacher,Couple,Outdoor,Metal,2,57,43.80842706448512,2,1,2,1,7,20.40106418786489,4.401545137252907,21.818889321686928,11.97572689135433,0.6240867462828706,8.642305745214898
7614,Nurse,Singles,Sporty,Concrete,2,51,44.309773815460545,3,1,2,0,6,6.342133681832495,3.377755160906462,5.367234928177601,6.2435368583262605,0.55608559775082,7.95174144314148
7615,Teacher,Couple,Gaming,Metal,2,40,66.61729276380306,2,1,1,1,7,17.054619915881858,11.203792605397535,16.58239221765086,31.33925687440672,0.3312706879421513,8.786559673834585
7616,Salesman,Seniors,Sporty,Wood,2,49,78.95051761510669,3,1,1,1,6,10.731095931373561,8.486055422432237,12.722058821261038,9.94487161408827,0.841281768669953,8.865454237087132
7617,Student,Singles,Crafty,Wood,2,57,52.11805575673353,2,1,1,1,7,13.967563127222519,3.886513848820532,3.8871442363556614,6.059520757028928,0.6806817471034955,9.843460282551716
7618,Firefighter,Singles,Travelling,Wood,2,36,43.95151413007051,3,1,0,0,8,19.052004684293493,8.470928750638404,10.728935128963002,28.062193506241613,0.31862349152553276,11.115408954126465
7619,Firefighter,Singles,Travelling,Wood,2,51,46.08568465707837,2,1,1,1,5,19.811633036248814,6.283713603099706,5.987696501011274,17.455451479886047,0.32884637433356234,7.476021179914209
7620,Student,Family,Gaming,Wood,3,55,42.988289514170894,3,1,2,1,7,7.456199293733129,3.925306669219738,9.61229879669816,13.566138879121015,0.4906796375252035,7.741536931087851
7621,Data Scientist,Singles,Musical,Wood,2,45,61.27347571165695,2,1,1,0,7,9.431899022362565,6.846469634174955,7.327839190526085,25.54311196782648,0.40768396030761367,5.225934407791585
7622,Firefighter,Family,Crafty,Glas,2,62,84.98850560678845,2,1,1,1,8,11.887362455712145,7.1608721335543235,15.31297564208533,10.337222021106419,0.5952966074891155,13.185797864777044
7623,Nurse,Couple,Crafty,Wood,1,44,58.10760378908412,1,0,0,0,8,11.632905877005973,6.18604351673817,3.9751811131287313,5.48827671743606,0.16995220866475147,9.419676615325619
7624,Data Scientist,Seniors,Travelling,Metal,3,44,55.62583126666162,2,1,2,1,10,14.53965170191973,19.213802083003635,20.11529147054305,28.63553925640853,0.5043583440776382,12.665136885198098
7625,Data Scientist,Couple,Sporty,Wood,2,42,44.360661930744996,2,1,1,0,8,18.309318389428363,6.74318065685134,27.227006827124423,15.22374857984153,0.2688422376308708,10.208487997501985
7626,Data Scientist,Family,Sporty,Concrete,2,53,32.304496857914415,1,1,2,1,5,3.3301767112313696,6.2283782198623046,5.329554686752899,8.128639816516031,0.3748566655762462,5.360809496282108
7627,Data Scientist,Singles,Musical,Glas,2,51,98.47541203732784,0,1,1,1,1,16.505360899885368,8.054014056781668,5.813076087483624,12.328795397101965,0.3143873597555508,7.517952930956735
7628,Firefighter,Seniors,Gaming,Metal,3,44,79.51577992555688,3,1,1,1,4,22.097216990445077,5.598669863302048,8.379669885094298,24.635416325052695,0.6626197136065881,9.12497463830599
7629,Student,Singles,Sporty,Concrete,2,50,74.99521151706054,2,1,1,1,4,11.374675767485583,4.692398832669781,7.7733855479969955,23.121766517008414,0.5822000833661188,7.610956632955287
7630,Nurse,Seniors,Travelling,Wood,1,50,19.493678520640067,1,1,2,1,8,5.76834338507513,8.412081248745006,11.688904862142351,11.062525888049777,0.24695619840830227,10.26068583965973
7631,Data Scientist,Seniors,Outdoor,Metal,3,62,71.16816774398944,2,1,2,1,10,11.19432387996272,9.031502161986722,8.840955778484004,16.18795924154209,0.4604748733625359,12.921034236575526
7632,Salesman,Family,Crafty,Metal,3,56,51.17302846778443,5,2,2,0,8,30.221852137832876,7.308955765608967,11.274196292590897,49.87665075286744,0.5177850514510789,9.880754385227005
7633,Salesman,Singles,Musical,Wood,2,42,48.746325638677185,3,1,1,1,5,16.704425078154095,10.096955746487486,3.438163677580001,33.095126704979926,0.3692889417412748,6.953826465739478
7634,Student,Seniors,Gaming,Concrete,2,45,53.1539815283128,3,1,1,1,6,9.436556738810935,16.572040338857327,23.29021252457582,68.51759864098112,0.29342320951757017,8.050233663996915
7635,Firefighter,Seniors,Travelling,Wood,1,62,44.73039167737362,1,2,2,1,5,18.006495073815877,4.524408805128386,8.144259287142251,11.737814212190692,0.358821522225026,7.542171449560041
7636,Data Scientist,Family,Musical,Concrete,2,50,46.90316634877444,3,1,1,1,8,6.404312488893362,7.012619817684853,13.263077885544162,17.357676806857704,0.4734681031698458,9.455311422319983
7637,Teacher,Seniors,Outdoor,Concrete,2,36,28.879805054501016,2,1,1,0,9,23.77558045088522,16.654873386715455,3.1172174257197622,19.569369658511878,0.36495087478430444,12.020873051039418
7638,Data Scientist,Family,Musical,Metal,3,60,65.74980292939479,2,1,1,1,5,6.445352103674954,5.188662297427511,2.3304777482709547,9.078273606433813,0.4649628201217172,6.088386426534296
7639,Firefighter,Seniors,Travelling,Glas,4,37,44.42444406923019,3,1,1,1,8,19.176422559591348,20.020051322635016,16.417906953451055,28.169986297743677,0.5361365326183073,16.207416447979284
7640,Student,Couple,Travelling,Wood,3,40,86.41532662392521,2,1,1,1,8,11.821846368579713,11.25305825265072,9.456676714985507,37.459260085226234,0.6083122382756041,9.774711141904932
7641,Nurse,Couple,Sporty,Metal,3,60,50.55532276744084,3,2,1,1,8,13.04835642967505,3.316534007268295,7.644348393984164,5.741997597676862,0.7127777930021003,11.928927863907028
7642,Salesman,Singles,Sporty,Metal,2,47,48.76641181767486,3,1,1,1,8,11.21384866846671,11.44813235571281,6.559339044905258,5.829199792100071,0.5457798790884723,12.084405923574339
7643,Salesman,Seniors,Gaming,Tiles,3,36,84.20013602026698,3,1,1,1,7,16.220792373976213,13.234372316690822,23.08209023384329,36.2746472293351,0.5521623985852879,12.594482378310435
7644,Firefighter,Family,Gaming,Wood,1,51,44.28944338431504,2,1,1,0,7,6.228390634676303,3.1650956236392034,2.975898843358655,5.333685688833214,0.41923119927401675,7.6957426917687695
7645,Salesman,Seniors,Sporty,Wood,3,56,74.44471228888435,3,1,1,1,6,10.998270828256231,14.977885634922902,13.151398443801893,13.393498051811854,0.572394824743806,11.167357613150486
7646,Student,Couple,Musical,Tiles,3,53,51.00655464348641,2,1,2,1,7,11.831267160509546,13.301346497769272,8.610505766968705,56.04595299679467,0.4132255830812725,8.70045537590962
7647,Teacher,Singles,Crafty,Concrete,2,42,51.23204098824809,3,1,0,1,5,16.546227134154073,5.348762618516314,3.8818284903382296,51.17676385404148,0.5010110187946277,7.451210207592286
7648,Teacher,Family,Sporty,Concrete,4,61,75.18922684477764,3,1,2,1,7,7.106015877306388,8.663196522628331,3.2619615822497523,16.837625547063865,0.6062637190273414,12.334999159933535
7649,Firefighter,Singles,Travelling,Glas,3,63,95.09002413150536,3,2,2,1,7,12.876354610131276,3.334711545876262,12.727066341991645,8.450363472907034,0.6549276313325133,9.064781173991891
7650,Student,Family,Travelling,Glas,1,54,46.88448511527755,3,1,2,1,6,7.709363511701875,7.604949751217192,6.407154665058698,11.709545623400533,0.3863311538358308,7.655034709458473
7651,Firefighter,Family,Crafty,Tiles,2,59,80.6805002277983,3,2,2,0,6,17.48172517711998,8.913245448501689,6.478316303176247,37.38874335214755,0.34155495982659767,7.491043571356775
7652,Data Scientist,Couple,Sporty,Metal,3,48,60.72451574184335,3,1,2,1,7,11.439317493879496,6.077261387892564,8.247265123889314,23.800316305941116,0.39832463626966974,7.695214559909061
7653,Salesman,Seniors,Outdoor,Tiles,2,51,54.25448349642114,4,2,2,1,5,10.973971590865968,26.51559790385832,13.721812562335,32.3571541063499,0.4052063996057589,9.44388785969065
7654,Student,Couple,Sporty,Wood,2,53,57.3379708073939,2,1,1,0,7,15.477504609733344,4.142183338287736,4.821350518936961,24.594689286234754,0.5943310196070642,7.071996393916714
7655,Teacher,Singles,Musical,Tiles,1,44,54.32927999413578,2,1,0,0,9,10.493668935675824,29.83824829964438,14.812747604302603,43.21479834796711,0.3598029845004485,10.023383743357424
7656,Data Scientist,Couple,Travelling,Concrete,2,42,42.48577158898904,3,1,1,1,10,8.230695507855618,11.672279810384099,12.766565560643846,27.677758786164805,0.45861506932247126,8.7550368317032
7657,Teacher,Singles,Musical,Glas,1,41,34.81959107040106,1,1,1,0,8,15.501385239346451,8.829891126848434,10.044197648033823,13.197236729339508,0.3998257045565826,8.626153696675797
7658,Student,Couple,Gaming,Wood,2,52,52.35490961578771,3,1,1,1,8,11.031385702142792,12.411781134900009,9.078868305972414,18.94073667060515,0.40638362814677526,8.977579800034267
7659,Student,Seniors,Outdoor,Glas,3,39,74.50702166452376,2,1,1,0,8,15.119579184411014,5.892525559895564,9.556500084543071,10.089833371598809,0.3982867551161362,11.076565099661973
7660,Salesman,Seniors,Sporty,Tiles,2,52,57.129546470687664,1,2,2,1,8,14.199257990478287,9.692182468394975,5.189836966385664,11.45025963428898,0.4922773734094056,9.018622986822438
